,name,details
1230,"ＳｗａｎＳｔｙｌｅ　株式会社
代表者: 伊藤　邦生","〒221-0834
横浜市神奈川区台町１３番地１７日向ビル４階４０３号
TEL: 045-577-0898"
1231,"株式会社セット
代表者: 谷　賢一郎","〒251-0055
藤沢市南藤沢８－７ビッグリバービル501
TEL: 0466-24-2478"
1232,"株式会社　セット
代表者: 島﨑　裕久","〒226-0019
横浜市緑区中山１丁目２６－３中山北口ビル６階
TEL: 045-938-8171"
1233,"株式会社　セーフティーハウス
代表者: 片倉　義建","〒213-0015
川崎市高津区梶ケ谷２丁目１－２シーズ梶ヶ谷１０２号
TEL: 044-870-1170"
1234,"星城商事　株式会社
代表者: 任　書城","〒232-0015
横浜市南区共進町２丁目５１レオメゾン加藤２０２号
TEL: 045-308-8412"
1235,"株式会社　せいじつリアルエステート
代表者: 重見　慎二","〒212-0011
川崎市幸区幸町４丁目３７幸徳ビル４０１号
TEL: 044-201-8940"
1236,"株式会社　セイリュウ
代表者: 大塚　麻由美","〒247-0061
鎌倉市台３丁目６－２７
TEL: 0467-44-9052"
1237,"株式会社　整理再生不動産
代表者: 富樫　定幸","〒222-0033
横浜市港北区新横浜３丁目１９－１１加瀬ビル８８　４階９号室
TEL: 045-594-7530"
1238,"有限会社　成和興産
川崎営業所
代表者: 成川 秀隆","〒212-0053
川崎市幸区下平間341
TEL: 044-555-4832"
1239,"有限会社　誠和不動産
代表者: 髙樋 文武","〒234-0054
横浜市港南区港南台７丁目１５－２８
TEL: 045-832-5305"
1240,"株式会社関根総業
代表者: 関根　正恒","〒223-0051
横浜市港北区箕輪町３丁目２０－６
TEL: 045-561-5301"
1241,"株式会社　ＳＥＫＩ不動産コンサルティング
代表者: 関　利夫","〒215-0011
川崎市麻生区百合丘１丁目１－２５関山百合丘店舗２階南号
TEL: 044-281-0864"
1242,"セブンスターエステート　株式会社
代表者: 夏目　将人","〒221-0825
横浜市神奈川区反町１丁目７－１
TEL: 045-594-9919"
1243,"株式会社世貿エステート
代表者: 陳　志璋","〒231-0023
横浜市中区山下町１２９番地世貿ビル２０１
TEL: 045-681-0249"
1244,"株式会社　セルドルフ
代表者: 松下　香","〒251-0032
藤沢市片瀬１丁目６－３９
TEL: 0466-47-2698"
1245,"株式会社セルフドア
代表者: 角田　隆一","〒253-0044
茅ヶ崎市新栄町２番２４号エルズビル４階
TEL: 0467-84-6678
HP: http;//www.selfdoor.co.jp
Mail: info@selfdoor.co.jp"
1246,"セレクトライフ　株式会社
代表者: 森　和彦","〒226-0018
横浜市緑区長津田みなみ台１丁目３５－１２
TEL: 045-884-7100"
1247,"扇昌
代表者: 木田　実","〒213-0032
川崎市高津区久地４丁目２４－３０グリーンスクウェア２０４号
TEL: 044-328-5256"
1248,"株式会社　セント
代表者: 清水　弘之","〒215-0003
川崎市麻生区高石３丁目１１－９－２０２
TEL: 044-954-9360
HP: http://www.zennichi.net/m/cent/index.asp
Mail: shimizu@cent-re.net"
1249,"セントラル住宅販売株式会社
代表者: 江部　信岳","〒252-0239
相模原市中央区中央３丁目７－９
TEL: 042-756-4454"
1250,"セントラルハウジング　株式会社
代表者: 小栁 勝利","〒242-0006
大和市南林間１丁目１－７ホウユウパレス１０２
TEL: 046-278-0255"
1251,"セントラルハウジング　株式会社
代表者: 江川　幸男","〒230-0074
横浜市鶴見区北寺尾６丁目３－１３
TEL: 045-534-5988"
1252,"有限会社　セントラル・ホーム
代表者: 小澤　千津子","〒223-0058
横浜市港北区新吉田東８丁目４３－２０
TEL: 045-540-6608"
1253,"株式会社　セントレッジ
代表者: 安富　泰輔","〒231-0033
横浜市中区長者町５丁目４９－１
TEL: 045-334-8244"
1254,"有限会社　千成土地住宅社
代表者: 岡田 清隆","〒252-0206
相模原市中央区淵野辺４丁目１５―１
TEL: 042-752-4108"
1255,"株式会社　千年地所
代表者: 髙森　宏二","〒231-0048
横浜市中区蓬莱町２丁目６－５アルテビル４０６
TEL: 045-308-6072"
1256,"有限会社千年ハウス
代表者: 齊藤　浩介","〒246-0022
横浜市瀬谷区三ツ境１１６－４
TEL: 045-367-0895"
1257,"株式会社　ＺＫ
代表者: 鈴森　健也","〒222-0011
横浜市港北区菊名６丁目１３－５３プラザコーシン１階
TEL: 045-642-8933"
1258,"株式会社　ＺＥＲＯ
代表者: 全　美英","〒220-0033
横浜市西区東ケ丘２６－６４
TEL: 045-341-0301"
1259,"株式会社　０
代表者: 野中　政幸","〒232-0053
横浜市南区井土ケ谷下町４４－１４
TEL: 045-714-0050"
1260,"株式会社　ゼロハーフ
代表者: 高須賀　修平","〒252-0331
相模原市南区大野台５丁目１１－２３
TEL: 042-738-3488"
1261,"株式会社　ゼロホームズ
代表者: 梛木　広信","〒230-0051
横浜市鶴見区鶴見中央３丁目１－１
TEL: 045-501-0750"
1262,"株式会社　綜營
代表者: 貝山 栄記","〒231-0033
横浜市中区長者町３丁目７－１－１０２ライオンズマンション横浜伊勢佐木町
TEL: 045-262-5655"
1263,"相栄商事　株式会社
代表者: 武田　正夫","〒232-0004
横浜市南区前里町４丁目１０２高山ビル２階
TEL: 045-342-5960"
1264,"創企　株式会社
代表者: 芝崎　俊寛","〒231-0028
横浜市中区翁町１丁目６－７
TEL: 045-264-9250"
1265,"株式会社　創喜
代表者: 山田　昇平","〒224-0021
横浜市都筑区北山田４丁目８－２０－Ｃ２
TEL: 045-508-9445"
1266,"株式会社　創建社
代表者: 小泉　充司","〒224-0026
横浜市都筑区南山田町４３２８－１
TEL: 045-593-1883
HP: www.soukens.com
Mail: soukensha-info@soukens.com"
1267,"株式会社　創建ｐｌａｎｎｉｎｇ
代表者: 小林　創越","〒231-0015
横浜市中区尾上町４丁目５４Ｋａｎｎａｉｅｘ７Ｆ
TEL: 045-264-4218"
1268,"創建ホーム　株式会社
代表者: 舘山　剛","〒223-0057
横浜市港北区新羽町１７４７
TEL: 045-545-6903"
1269,"株式会社　総合計画設計事務所
代表者: 久保 圭一","〒240-0053
横浜市保土ケ谷区新井町２３１－９
TEL: 045-381-3381"
1270,"株式会社　創社
代表者: 中川　俊彦","〒221-0052
横浜市神奈川区栄町１０－３５ポートサイドダイヤビル３階
TEL: 045-594-8556"
1271,"有限会社　創進
代表者: 笠井　進","〒250-0117
南足柄市塚原字平和１５３３－３
TEL: 0465-73-5981"
1272,"株式会社創信建設
代表者: 田沼　孝一","〒235-0035
横浜市磯子区田中１丁目２６－７
TEL: 045-769-2077"
1273,"有限会社創進ハウジング
代表者: 福山　勝浩","〒244-0801
横浜市戸塚区品濃町５１４番６ボヌール東戸塚２０６号室
TEL: 045-820-3198"
1274,"相信ホーム　株式会社
代表者: 服部　雅光","〒231-0041
横浜市中区吉田町４－７
TEL: 045-260-1170"
1275,"有限会社創パートナーズ
代表者: 田中　謙崇","〒227-0046
横浜市青葉区たちばな台２丁目１－１４
TEL: 045-962-4707"
1276,"有限会社　相武台ハウジング
代表者: 高木　春江","〒252-0321
相模原市南区相模台３丁目１６－２１
TEL: 042-748-2434"
1277,"有限会社　相馬工務店
代表者: 佐藤　俊幸","〒251-0876
藤沢市善行坂２丁目１－３９
TEL: 0466-82-1836
HP: www.somakoumuten.jp
Mail: info@somakoumuten.jp"
1278,"株式会社創和システム
代表者: 須藤　清次郎","〒232-0066
横浜市南区六ツ川２丁目１－１８
TEL: 045-742-8540
Mail: souwasys@coast.ocn.ne.jp"
1279,"株式会社　創和ホーム
代表者: 中村　政弘","〒242-0006
大和市南林間２丁目１３－８
TEL: 046-204-8878"
1280,"ＳＯＲＡ．ＯＴＯ
代表者: 貞包　英樹","〒253-0025
茅ヶ崎市松が丘１丁目７－４１
TEL: 0467-82-8604
Mail: sadakane0915@hotmail.co.jp"
1281,"株式会社　ソリューションズ
代表者: 山口　直人","〒235-0016
横浜市磯子区磯子２丁目７－３１
TEL: 045-753-0162"
1282,"株式会社　ソレイユ
横浜店
代表者: 小野満　洋","〒220-0004
横浜市西区北幸２丁目４－５コウノビル６階
TEL: 045-290-3081"
1283,"株式会社　ターミナルホールディングス
代表者: 新山　希","〒231-0012
横浜市中区相生町１丁目１７－１
TEL: 045-323-9035"
1284,"株式会社　大貴
横浜支店
代表者: 関森　雄二","〒231-0027
横浜市中区扇町２丁目５－１５リラックスビル４階
TEL: 045-232-4200"
1285,"台金不動産　株式会社
代表者: 楊　雅ティン","〒212-0024
川崎市幸区塚越１丁目７３－２２５
TEL: 044-400-1056"
1286,"株式会社　タイコー
代表者: 手塚 薫","〒216-0041
川崎市宮前区野川本町２丁目３３番１５号
TEL: 044-766-0064"
1287,"株式会社　泰山園
代表者: 髙橋 卓","〒241-0002
横浜市旭区上白根２丁目５７―１３
TEL: 045-951-2574"
1288,"株式会社泰成
代表者: 福本　拓哉","〒225-0024
横浜市青葉区市ケ尾町１７３０
TEL: 045-971-8905"
1289,"株式会社　タイセイコーポレーション
代表者: 木川 智弘","〒221-0856
横浜市神奈川区三ツ沢上町１－１８マリージュ壱番館１０１号
TEL: 045-323-3277"
1290,"株式会社　大成コーポレーション
逗子店
代表者: 鈴木　孝","〒249-0008
逗子市小坪５丁目２３－８－８１１６
TEL: 0467-24-7111"
1291,"有限会社大成商事
代表者: 李 直樹","〒210-0847
川崎市川崎区浅田２丁目１１－１
TEL: 044-322-2996"
1292,"大成商事　株式会社
代表者: 樋山　満","〒214-0003
川崎市多摩区菅稲田堤２丁目５－１４
TEL: 044-944-7339"
1293,"株式会社　大成総業
代表者: 青木 一太郎","〒252-0313
相模原市南区松が枝町１７―８
TEL: 042-746-5611
Mail: info@taisogyo.jp"
1294,"有限会社　泰平土地開発
代表者: 小菅 宏幸","〒251-0021
藤沢市鵠沼神明５丁目９－７
TEL: 0466-24-6211"
1295,"株式会社　太平洋エネルギー
代表者: 小沢　敦","〒222-0033
横浜市港北区新横浜２丁目２－３
TEL: 045-548-3200"
1296,"大豊不動産
代表者: 黒沢 一郎","〒256-0816
小田原市酒匂１丁目２３－１０
TEL: 0465-48-3622"
1297,"株式会社たいゆう
代表者: 道野　美佐子","〒252-0233
相模原市中央区鹿沼台１丁目１１－６
TEL: 042-730-3691"
1298,"株式会社　太陽神戸建物
代表者: 中道 邦彦","〒252-0302
相模原市南区上鶴間７丁目６－７ＫＹビル３Ｆ
TEL: 042-749-3588"
1299,"有限会社　太陽ハーベスト
代表者: 内田 明","〒216-0004
川崎市宮前区鷺沼１丁目１８―１１
TEL: 044-854-0511"
1300,"株式会社　太陽ハウジング
代表者: 大上　誠二","〒242-0021
大和市中央１丁目２－２太陽ビル
TEL: 046-200-5355"
1301,"株式会社　タウン＆カントリーホームズ
代表者: 嶋田　圭三","〒214-0008
川崎市多摩区菅北浦１丁目２－６
TEL: 044-299-8824
Mail: shimada@tac-homes.co.jp"
1302,"株式会社タウンズ
代表者: 横山　宏実","〒251-0044
藤沢市辻堂太平台２丁目１－１２
TEL: 0466-30-2233"
1303,"タウンズエステート株式会社
代表者: 小林　裕介","〒224-0003
横浜市都筑区中川中央１丁目３３－１１
TEL: 045-913-7310"
1304,"株式会社タウンズホーム
代表者: 横山　宏実","〒251-0044
藤沢市辻堂太平台２丁目１－１２
TEL: 0466-30-2311"
1305,"株式会社　泰央
代表者: 青山　泰三","〒220-0061
横浜市西区久保町２０－１２久保町共同ビル２０２
TEL: 045-315-5888"
1306,"有限会社　タカクラ
代表者: 髙倉　義明","〒254-0911
平塚市山下１１０８－２
TEL: 0463-34-1027"
1307,"（合資）　充晶
代表者: 田中　惠美子","〒231-0007
横浜市中区弁天通３丁目４３－１サングレイス関内６０４
TEL: 045-211-1109"
1308,"株式会社　たかのは
代表者: 中嶋　郷","〒251-0025
藤沢市鵠沼石上１丁目７－８
TEL: 050-1746-4270"
1309,"株式会社　髙橋商事
代表者: 髙橋　敏郎","〒213-0033
川崎市高津区下作延１丁目５－２７オリヴェールサンテ１０２
TEL: 044-400-2249"
1310,"合同会社　髙橋商店
代表者: 髙橋　一雄","〒239-0821
横須賀市東浦賀１丁目１０－７パレドール浦賀４０４
TEL: 046-807-1362
HP: https://www.taka84-shouten.com
Mail: kazu0taka841963@gmail.com"
1311,"有限会社　高松
代表者: 松山　竜太","〒212-0025
川崎市幸区古川町３８番地
TEL: 044-544-2666
HP: www.kawasaki-tsukagoshi.jp"
1312,"髙松エステート　株式会社
横浜支店
代表者: 藤田　広文","〒223-0062
横浜市港北区日吉本町１丁目２４－１７CH１９１３　１階
TEL: 045-566-7401"
1313,"株式会社　高松船舶
代表者: 高松　大","〒213-0026
川崎市高津区久末１８８３－８
TEL: 044-789-8441"
1314,"貴光不動産
代表者: 廣岡 光夫","〒238-0016
横須賀市深田台１番地
TEL: 046-825-0148"
1315,"タカラ開発　株式会社
代表者: 増田　浩介","〒214-0014
川崎市多摩区登戸３４１４－９ルールーリマ２F
TEL: 044-900-8885"
1316,"有限会社田口エステート
代表者: 田口　計二","〒215-0005
川崎市麻生区千代ケ丘４丁目２２－１９
TEL: 044-969-1641"
1317,"合同会社　ＴＡＫＥ企画
代表者: 久武　浩之","〒222-0033
横浜市港北区新横浜３丁目７－１８日総第１８ビル７１８号
TEL: 050-5306-2125
Mail: hhisatake@yahoo.co.jp"
1318,"株式会社　竹之内企画
代表者: 竹之内　統","〒221-0834
横浜市神奈川区台町６－５太田ハイツ１階
TEL: 045-595-9515"
1319,"有限会社　タケミ
代表者: 山本　泰治","〒231-0033
横浜市中区長者町６丁目８８番地１グランアルベーラ横濱・関内１２１２号室
TEL: 045-334-8435"
1320,"株式会社　タケミ住宅
代表者: 菅原 武彦","〒222-0026
横浜市港北区篠原町１１２１－４１
TEL: 045-439-1570"
1321,"株式会社　ＴＡＳリアルエステート
代表者: 清水　悟","〒231-0035
横浜市中区千歳町１－２横浜ＴＨビル５０６号
TEL: 045-334-7458"
1322,"有限会社たちばな開発
代表者: 前田 雄二","〒223-0065
横浜市港北区高田東４丁目２－１
TEL: 045-543-7296"
1323,"株式会社　ＴＡＴＳＵ
代表者: 吉田　達範","〒242-0016
大和市大和南１丁目６－１３ダイアパレス大和駅前９０３
TEL: 046-212-8113"
1324,"巽土地建物　株式会社
代表者: 髙橋　徹","〒234-0055
横浜市港南区日野南３丁目１７－１３
TEL: 045-835-0693"
1325,"有限会社　田中管工
代表者: 田中　喜夫","〒252-0335
相模原市南区下溝２０８９－７
TEL: 042-778-2493
Mail: tnk-3a@snow.ocn.ne.jp"
1326,"有限会社　たなか事務所
代表者: 田中　誠","〒248-0016
鎌倉市長谷３丁目８－３－２号
TEL: 0467-55-5748"
1327,"有限会社　タナカハウジング
代表者: 田中 良史","〒239-0807
横須賀市根岸町４丁目１６－１
TEL: 046-833-1388"
1328,"田辺倉庫　株式会社
代表者: 田辺　敬勝","〒213-0005
川崎市高津区北見方１丁目２６－１
TEL: 044-844-7771"
1329,"タナベリフォームシステム株式会社
代表者: 大毛　千枝子","〒213-0005
川崎市高津区北見方２丁目１－２１
TEL: 044-281-5005"
1330,"谷口ビル・レジデンス　株式会社
代表者: 谷口　隆利","〒251-0021
藤沢市鵠沼神明２丁目２－５
TEL: 0466-51-3355"
1331,"有限会社　田場盛彦建築デザインオフィス
代表者: 田場　盛彦","〒220-0061
横浜市西区久保町２４－２９
TEL: 045-341-3928"
1332,"株式会社　玉井不動産鑑定
代表者: 玉井　純","〒230-0017
横浜市鶴見区東寺尾中台２６－１５
TEL: 045-584-7899"
1333,"株式会社　タマハウス
代表者: 秋葉　竜一","〒214-0013
川崎市多摩区登戸新町４０５－１ラガリエート１０１
TEL: 044-322-0731"
1334,"株式会社垂水堂
川崎支店
代表者: 和島　強","〒211-0053
川崎市中原区上小田中６丁目２３－１
TEL: 044-744-2795"
1335,"株式会社　丹下不動産
厚木支店
代表者: 丹下　一平","〒243-0804
厚木市関口２１３－１
TEL: 046-281-7560"
1336,"株式会社　ダーウィンプラス
マルイシティ横浜店
代表者: 櫻井　淳子","〒220-0011
横浜市西区高島２丁目19-12横浜マルイシティ店5階
TEL: 045-441-7171"
1337,"株式会社　ｄｏｚｅｎ
代表者: 酒井　公嗣","〒225-0002
横浜市青葉区美しが丘４丁目１－１９
TEL: 045-482-9130"
1338,"株式会社　第一開発社
代表者: 石井　健嗣","〒252-0321
相模原市南区相模台３丁目１１－２５
TEL: 042-746-2356"
1339,"第一総合管理　株式会社
代表者: 新屋　泰史","〒247-0056
鎌倉市大船１丁目２３－２８
TEL: 0467-44-4999"
1340,"株式会社大勝
代表者: 小勝　次郎","〒220-0023
横浜市西区平沼１丁目３－１３大勝ビル
TEL: 045-326-2727"
1341,"株式会社　大貴
代表者: 武石 俊之","〒241-0821
横浜市旭区二俣川１丁目４５
TEL: 045-362-7123"
1342,"大慶商事
代表者: 石川　憲史","〒213-0015
川崎市高津区梶ケ谷３丁目６－１９
TEL: 044-877-4869
Mail: daikei0214@gmail.com"
1343,"有限会社　大賢サービス
代表者: 美咲　賢心","〒231-0063
横浜市中区花咲町２丁目６２－１１丸宴ビル３階
TEL: 045-263-0107"
1344,"ダイコク開発　株式会社
代表者: 川上　明子","〒221-0844
横浜市神奈川区沢渡１－２菱興高島台第2ビル６E
TEL: 045-624-9789"
1345,"有限会社　ダイサンホーム
代表者: 髙橋　秀行","〒221-0015
横浜市神奈川区神之木町２－４５スターホームズ横浜神之木２０２
TEL: 045-430-3883"
1346,"有限会社　大翔
代表者: 小森 澄八","〒241-0812
横浜市旭区金が谷２丁目５―９
TEL: 045-364-2333
HP: http://www.daisho-sk.com
Mail: daishos53@daishos.com"
1347,"有限会社　大伸
代表者: 秋本 量一","〒222-0037
横浜市港北区大倉山１丁目２－１
TEL: 045-545-2383"
1348,"株式会社　大伸
代表者: 上田　伸悟","〒214-0038
川崎市多摩区生田６丁目２－１２-203
TEL: 044-951-4626"
1349,"株式会社　大新
代表者: 三堀　雅博","〒238-0235
三浦市城山町１２－１４
TEL: 046-884-5905"
1350,"有限会社　ダイセン
代表者: 山口　大","〒245-0062
横浜市戸塚区汲沢町１１８４－１－２０１
TEL: 045-392-5959"
1351,"ダイトーホーム株式会社
代表者: 石川 廣直","〒252-0331
相模原市南区大野台６丁目２０－１４
TEL: 042-754-1440"
1352,"株式会社大東
代表者: 石川　智弘","〒250-0117
南足柄市塚原２７０９－１
TEL: 0465-70-2703"
1353,"株式会社　大唐
代表者: 田中　園美","〒220-0073
横浜市西区岡野１丁目１０－３ストーク横浜参番館２０３号室
TEL: 045-290-1112"
1354,"大東不動産
代表者: 伊藤 恵造","〒252-0116
相模原市緑区城山１丁目６－３６
TEL: 042-785-3270"
1355,"大東不動産　株式会社
代表者: 大久保　光世","〒231-0032
横浜市中区不老町１丁目５－５柏野ビル６Ｆ
TEL: 045-222-2721
HP: http://daito-fudosan.com
Mail: kaneko@daito-fudosan.com"
1356,"有限会社　大都不動産
代表者: 菅井 直志","〒232-0003
横浜市南区西中町２丁目２８―５スカイコ－ト横浜黄金町１０１
TEL: 045-251-4405"
1357,"株式会社　ダイナセル
三浦支店
代表者: 河野　美徳","〒238-0111
三浦市初声町下宮田６０１－５－２０１
TEL: 046-887-1671"
1358,"有限会社　ダイ・ハード
代表者: 五十嵐 英成","〒245-0003
横浜市泉区岡津町９７５―１
TEL: 045-810-1218
HP: http://www.diehard.co.jp
Mail: info@diehard.co.jp"
1359,"ダイヤ商事　株式会社
代表者: 遠藤 勇二","〒243-0211
厚木市三田３６８番地
TEL: 046-242-2747
HP: https://daiyashouji.jimdofree.com/"
1360,"株式会社　ダイヤフラム・幸
代表者: 井上　幸子","〒230-0076
横浜市鶴見区馬場７丁目２１－１９
TEL: 045-573-7138"
1361,"株式会社　ダイヤモンドエステート
代表者: 服部　由希子","〒227-0062
横浜市青葉区青葉台２丁目３－８ハレービル青葉台３０１
TEL: 045-532-5255
HP: https://www.d-estate.net
Mail: info@d-estate.net"
1362,"ダイヤライフ　株式会社
代表者: 土田　裕司","〒246-0022
横浜市瀬谷区三ツ境１０５－４タック三ツ境６０３
TEL: 045-364-6497"
1363,"有限会社　ダイユウ
代表者: 上村　由紀子","〒254-0016
平塚市東八幡１丁目１１－４
TEL: 0463-72-8583"
1364,"大輪貿易　株式会社
代表者: 中田　文耀","〒231-0023
横浜市中区山下町１０６－３ラポール元町４０１室
TEL: 045-641-8674"
1365,"大和スタイル　株式会社
代表者: 廣瀨　藍","〒242-0005
大和市西鶴間３丁目２－２
TEL: 046-210-4651
HP: http://www.tsuruma-ichie.co.jp
Mail: info@tsuruma-ichie.co.jp"
1366,"株式会社　だるま
代表者: 川永　浩太郎","〒252-0331
相模原市南区大野台３丁目２５－３４
TEL: 042-707-1880"
1367,"ダンデザインシステム株式会社
代表者: 飯田　悟","〒231-0013
横浜市中区住吉町６丁目７２シャンローゼ関内３０２
TEL: 045-641-4104"
1368,"チェリッシュ　株式会社
代表者: 米田 恵子","〒210-0015
川崎市川崎区南町２２－６－１０３
TEL: 044-211-2020"
1369,"株式会社　チャレンジ・スペース
代表者: 梶谷　武史","〒224-0066
横浜市都筑区見花山１－３０　見花山ビル３Ｆ横浜都筑ビジネス＆コミュニティ
TEL: 045-949-0546"
1370,"中央開発　株式会社
代表者: 梶村 充","〒245-0013
横浜市泉区中田東３丁目１９－５
TEL: 045-806-1051"
1371,"株式会社中央住宅
代表者: 下釜　直樹","〒241-0022
横浜市旭区鶴ケ峰１丁目１－６
TEL: 045-442-3265
HP: http://www.c21chuo.co.jp
Mail: c-21chuo@gol.com"
1372,"中央都市開発　株式会社
代表者: 秋山 健","〒238-0004
横須賀市小川町２３－１三笠ハイツ６０１
TEL: 046-826-2646"
1373,"株式会社　仲介手数料相談所ネクストステージ
代表者: 﨑村　佳子","〒235-0015
横浜市磯子区久木町１３－１
TEL: 045-752-9512
HP: https://www.nextstage-y.com
Mail: nextstage13.1@gmail.com"
1374,"有限会社　ちくすい建設
代表者: 清末　弘","〒215-0021
川崎市麻生区上麻生５丁目４５番１８号
TEL: 044-299-9905"
1375,"千倉興産　株式会社
代表者: 岡﨑　千倉","〒231-0023
横浜市中区山下町２５上田ビル７０４
TEL: 045-227-8788"
1376,"有限会社チクリンハウス
代表者: 成田　明勇","〒252-0134
相模原市緑区下九沢１５８９－４
TEL: 042-762-5999"
1377,"株式会社チヨダコーポレーション
代表者: 篠田　英介","〒240-0021
横浜市保土ケ谷区保土ケ谷町１丁目1-4
TEL: 045-711-0011
HP: http://www.chiyoda-sub.com/"
1378,"株式会社　千世松
神奈川営業所
代表者: 山本　武","〒224-0046
横浜市都筑区桜並木３－５
TEL: 045-949-8270"
1379,"株式会社　賃貸ステーション
橋本店
代表者: 北原　茂","〒252-0143
相模原市緑区橋本３丁目１４－２ＢＢＹビル２階
TEL: 042-700-8871"
1380,"株式会社　賃貸ステーション
本厚木店
代表者: 北原　茂","〒243-0014
厚木市旭町１丁目８－１４クレール本厚木１階
TEL: 046-220-1210"
1381,"株式会社　賃貸ステーション
大和店
代表者: 北原　茂","〒242-0021
大和市中央１丁目１－１０藤和シティホームズ大和駅前１０１号
TEL: 046-200-5820"
1382,"株式会社　賃貸ステーション
相模大野店
代表者: 北原　茂","〒252-0303
相模原市南区相模大野３丁目３－１bono相模大野南棟B１０６号
TEL: 042-701-8230"
1383,"株式会社　賃貸ステーション
稲田堤店
代表者: 北原　茂","〒214-0001
川崎市多摩区菅２丁目９－９京王稲田堤駅ビル１階
TEL: 044-299-6113"
1384,"株式会社　賃貸ステーション
向ヶ丘遊園店
代表者: 北原　茂","〒214-0014
川崎市多摩区登戸２１３０－２　アトラスタワー向ヶ丘遊園１０９号・１１０号
TEL: 044-299-7936"
1385,"株式会社　賃貸ステーション
青葉台店
代表者: 北原　茂","〒227-0062
横浜市青葉区青葉台１丁目６－１２ガンゼームビル３階
TEL: 045-511-7422"
1386,"株式会社ツーユーハウジング
代表者: 菅原　通雄","〒252-0232
相模原市中央区矢部３丁目３－３エクセレント矢部１Ｆ－Ｂ
TEL: 042-756-2480"
1387,"株式会社　司興業
代表者: 木伏 慎治","〒224-0041
横浜市都筑区仲町台１丁目２３－１３プリサイドビル仲町台１０１
TEL: 045-942-1651"
1388,"津軽商事　株式会社
代表者: 今　斉","〒241-0004
横浜市旭区中白根２丁目２５番１８号
TEL: 045-953-3299"
1389,"株式会社　ツタエ
代表者: 方　伝秀","〒210-0826
川崎市川崎区塩浜３丁目２４－６
TEL: 050-3778-5407
HP: http://tsutae.co.jp
Mail: bukken@tsutae.co.jp"
1390,"土屋商事　株式会社
代表者: 土屋　良尚","〒238-0024
横須賀市大矢部５丁目１２－１
TEL: 046-874-8484"
1391,"株式会社　都筑建商
代表者: 仙名　仁","〒224-0025
横浜市都筑区早渕１丁目２３－４新栄ビル３０３号
TEL: 045-590-3450"
1392,"株式会社　ＴＳＵＮＡＧＵ
代表者: 船田　睦","〒211-0004
川崎市中原区新丸子東１丁目764-12C.G.フラット301号
TEL: 044-820-6233"
1393,"有限会社　綱島興産
代表者: 白井　清仁","〒223-0065
横浜市港北区高田東４丁目１２－２７
TEL: 045-541-3656"
1394,"有限会社　坪井企業
代表者: 坪井　修","〒252-0244
相模原市中央区田名５９５３－３
TEL: 042-763-0008"
1395,"有限会社ツル建設
代表者: 尾﨑　和朗","〒243-0003
厚木市寿町３丁目１５－２３アトレ本厚木２階
TEL: 046-240-9170"
1396,"株式会社　鶴商
代表者: 田中　雅貴","〒227-0055
横浜市青葉区つつじが丘２８－１９０
TEL: 045-984-8960"
1397,"株式会社　鶴創建
代表者: 渡邊　智也","〒245-0061
横浜市戸塚区汲沢６丁目８－４
TEL: 045-777-2133"
1398,"株式会社　ティーアールコーポレーション
代表者: 溝入　貞男","〒220-0004
横浜市西区北幸２丁目７－１０高見澤ビルディング５階－Ｂ
TEL: 045-620-0558
HP: http://tr-corporation.jp/
Mail: info@tr-corporation.jp"
1399,"有限会社　ＴＡＫファシリティーズ
代表者: 大庭　一仁","〒230-0071
横浜市鶴見区駒岡４丁目２０－２４第一秋山エンタービル１０９
TEL: 045-580-0341"
1400,"有限会社ＴＡコーポレーション
代表者: 谷村　康広","〒244-0802
横浜市戸塚区平戸３丁目１２－１５
TEL: 045-410-7182"
1401,"株式会社　ＴＳ
代表者: 金丸　在三","〒231-0007
横浜市中区弁天通２丁目２５番地関内キャピタル７階
TEL: 045-225-8985"
1402,"有限会社ティー・エス企画
代表者: 辻　俊光","〒224-0041
横浜市都筑区仲町台１丁目１８－１３
TEL: 045-949-6890"
1403,"株式会社　ティー・エスメンテナンス
代表者: 村石　玲子","〒259-1131
伊勢原市伊勢原３丁目２－３パストラル二見１Ｆ
TEL: 0463-91-9962"
1404,"株式会社　ティー・エフ・コンサルティング
代表者: 藤岡　健","〒251-0052
藤沢市藤沢１０４９－１４湘南ヴァーテューマンション７０１
TEL: 0466-47-9343"
1405,"株式会社ＴＭＣ
代表者: 菊地　直哉","〒220-0051
横浜市西区中央２丁目２９－１
TEL: 045-350-2773"
1406,"株式会社　ＴＫＳ
代表者: 武井　利彦","〒232-0064
横浜市南区別所５丁目２－３２－１０２
TEL: 045-742-6015"
1407,"ティーズ・ハウジング株式会社
代表者: 中川　淳","〒251-0045
藤沢市辻堂東海岸４丁目２－１８
TEL: 0466-34-2221"
1408,"株式会社　ティーピー・プロジェクト
代表者: 泉　博文","〒213-0002
川崎市高津区二子２丁目４－１２
TEL: 044-833-3991"
1409,"有限会社ＴＹレジェンド
代表者: 矢ケ﨑　隆夫","〒248-0022
鎌倉市常盤６４８－４スカイ鎌倉１号棟２Ｆ－Ｂ．Ｄ
TEL: 0467-91-4751"
1410,"株式会社　Ｔ＆Ａ　Ｈｏｍｅ
代表者: 齋藤　寿","〒254-0822
平塚市菫平９番地９西海岸ハイツ１F
TEL: 0463-26-5544"
